root,w,via,jp,r,note,p
ye,jess,L,足緒(あしお),1360,古フランス語の「投げるもの」から。鷹の足につける革ひものこと。,yē-
ye,jeté,L,ジュテ,1402,フランス語 jeter(投げる)から。ラテン語 jacere で、eject や project と同じ語である。,yē-
ye,circumjacent,L,周辺の,1426,ラテン語 circum(まわり)と jacere(横たわる)から。adjacent や circus と同じ語である。,(s)ker-3+yē-
ye,amice,L,アミクトゥス,1450,ラテン語 amictus(まとうもの)から。ambi-(まわり)と jacere(投げる)で、eject と同じ語である。,ambhi+yē-
ye,deject,L,落胆する,1489,ラテン語 de-(下へ)と jacere(投げる)から。eject や project と同じ「投げる」語である。,yē-
ye,gite,L,自炊できる貸し別荘,1490,フランス語 gîte(宿)から。ラテン語 jacere(横たわる)で、adjacent や eject と同じ語である。,yē-
ye,diesis,Gr,ディエシス,1552,ギリシャ語 diesis(送り出すこと)から。hienai(投げる)は eject や jet と同じ語である。,yē-
ye,jactitation,L,詐称,1554,ラテン語 jactare(投げ回す)から。jacere(投げる)は eject や jet と同じ語である。,yē-
ye,interjacent,L,介在する,1569,ラテン語 inter(あいだ)と jacere(横たわる)から。adjacent や eject と同じ語である。,yē-+en
ye,synesis,Gr,意味構文,1596,ギリシャ語 syn(ともに)と hienai(送る)から。syn- と eject と同じ語である。,ksun+yē-
ye,traject,L,運ぶ,1638,ラテン語 trans(越えて)と jacere(投げる)から。trajectory や eject と同じ語である。,terə-2+yē-
ye,aphetic,Gr,語頭音消失の,1669,ギリシャ語 aphienai(手放す)から。apo-(離れて)と hienai(送る)で、eject と同じ語である。,yē-
ye,gisant,L,ジザン,1684,フランス語 gésir(横たわる)から。ラテン語 jacere で、adjacent や eject と同じ語である。,yē-
ye,adjacence,L,隣接,1713,ラテン語 ad-(そばに)と jacere(横たわる)から。adjacent や eject と同じ語である。,yē-+ad-
ye,jetton,L,代用硬貨,1715,フランス語で「投げるもの」。計算板に投げ置いて数を数えた、代用の駒である。,yē-
ye,parget,L,石こうで塗る,1781,ラテン語の「上から投げつける」から。壁に漆喰を塗りつける動作そのものである。,per1+yē-
mori,Morgan,Ce,モーガン,533,Morgan は古いケルト系の名で、芯にあるのは「海」。アーサー王物語の魔女モーガンの名として名高い――最近は J. P. Morgan さんのほうが有名かもしれないが。,mori-
mori,marine,L,海の,553,同じ「海」でも古英語は sælic。ラテン語 mare がそれを追い出した。,mori-
mori,Murray,L,マレー,600,スコットランドの地名 Moray から出た姓。ゲール語で「海に沿った土地」の意といわれる。,mori-
mori,maritime,L,海事の,649,中身は「海」と最上級の語尾。「海に密着した」が原義。,mori-
mori,submarine,L,潜水艦,735,1703年には「海の下に住む生き物」を指す語だった。,mori-+upo
mori,marsh,G,湿地,803,もとの綴りは mersh。語の芯にあるのは「海」を表す語根。,mori-
mori,merlin,L,魔法使いマーリン,829,ケルトの地名「海の丘」がマーリンの名のもと。アーサー王を導いた伝説の魔法使い。,mori-
mori,rosemary,L,ローズマリー,838,ラテン語で「海のしずく」。バラともマリアとも無縁で、後から形が寄った。,ers-2+mori-
mori,Weimar,G,ヴァイマル,840,地名は古高ドイツ語で「聖なる」+「湖」。1919年の憲法でこの名が残った。,mori-
mori,marina,L,マリーナ,856,もとは海沿いの遊歩道。ヨットの停泊地の意味は1935年のアメリカから。,mori-
mori,Muriel,Ce,ミュリエル,879,古アイルランド語で「輝く海」の意。muir(海)+geal(明るい)。,mori-+gel-1
mori,mermaid,G,人魚,894,原義はそのまま「海の乙女」。mere は今は使われない「海」の古語。,mori-+maghu-
mori,mariner,L,船乗り,1019,ラテン語 mare(海)から。marine や mermaid と同じ「海」の語である。,mori-
mori,morass,G,泥沼,1030,オランダ語 moeras(沼地)から。marsh(湿地)や mere(湖)と同じ「水」の語に連なる。,mori-
mori,marinate,L,マリネにする,1052,イタリア語で「海の水に漬ける」。marine と同じ語である。,mori-
mori,aquamarine,L,アクアマリン,1084,ラテン語で「海の水」。aqua と marine を合わせた宝石名。,akʷ-ā-+mori-
mori,marinara,L,マリナラソース,1110,イタリア語で「船乗り風」。日持ちする材料で手早く作れることによる名だとされる。,mori-
mori,ultramarine,L,群青色の,1137,ラテン語で「海の向こう」。marine と同じ語である。,al-1+mori-
mori,cormorant,L,鵜,1168,ラテン語の「海のカラス」。黒い姿と鳴き声からついた鳥の名。,ker-2+mori-
mori,merman,G,男の人魚,1172,古英語 mere(海、湖)と man から。mermaid の男版である。,mori-
mori,mere,L,湖,1196,「単なる」mere とは別語。詩の言葉で、古くは「海」も指した。,mori-
mori,mare,G,月や火星の海,1216,月面の黒い部分。本当に海だと思われていたころの名残。,mori-
mori,mariculture,L,海洋養殖,1246,ラテン語 mare(海)と culture から。marine と同じ語である。,mori-+kʷel-1
mori,meerkat,G,ミーアキャット,1267,オランダ語で「海の猫」。かつて猿を指した語が、なぜかこの動物の名になった。,mori-
mori,Armorica,L,アルモリカ,1279,地名。ガリア語で「海の前」。ブルターニュの古い呼び名である。,mori-
mori,meerschaum,G,海泡石,1291,ドイツ語で「海の泡」。白く軽い鉱石を、波の泡に見立てた。,mori-+(s)keu-
mori,maar,L,マール,1299,ドイツ語 Maar から。ラテン語 mare(海、たまり水)にさかのぼる。,mori-
mori,marram grass,G,マラム,1420,古ノルド語 maralmr(海辺の草)から。marr(海)は marine や mermaid と同じ語である。,mori-+kolə-mo-
mori,bêche-de-mer,L,干しなまこ,1489,フランス語で「海の虫」。mer(海)はラテン語 mare で、marine や mermaid と同じ語である。,mori-
mori,ormer,L,セイヨウトコブシ,1536,ノルマン方言 or-(耳)と mer(海)から。「海の耳」の意で、ear と marine を合わせた語である。,aus-4+mori-
mori,fluviomarine,L,河口海洋の,1788,ラテン語 fluvius(川)+ mare(海)から。fluid や flow、そして marine や mermaid と同じ語からなる。,bhleu-+mori-
men,mind,G,心、気にする,180,古英語では第一に「記憶」。思考や意志の意味は後から育った。,men-1
men,music,Gr,音楽,318,原義は「ムーサの技」。古代ギリシャでは詩もこの語に含まれていた。,men-1
men,mental,L,精神の,339,「あごの」の mental とは別語。「頭がおかしい」という意味が付いたのは1927年ごろから。,men-1
men,mention,L,言及する、表彰,427,原義は「心に呼び起こす」。軽い言及になったのは18世紀。,men-1
men,demonstrate,L,証明する、デモをする,467,「デモをする」の意は1888年から。語源をたどると monster に行き着く。,de-+men-1
men,comment,L,論評,508,ラテン語では「作り話」。注釈の意味は神学者たちが与えた。,kom+men-1
men,monitor,L,監視装置,518,初出は1540年代の「風紀を預かる上級生」。機械より人が先。,men-1
men,automatically,Gr,自動的に,530,1834年の初出では「思わず、無意識に」の意だった。,autos+men-1
men,remind,G,思い出させる,554,ラテン語の re- と英語の mind をつないだ混血の語。1640年代生まれ。,re-+men-1
men,museum,Gr,博物館,556,原義は「ミューズの神殿」。詩と学芸の女神に捧げた場所だった。,men-1
men,automatic,Gr,自動の,563,ギリシャ神話で、ひとりでに開くオリンポスの門を指した語。,autos+men-1
men,monster,L,怪物,582,原義は「警告」。神が凶事を告げる前触れが怪物だった。,men-1
men,mentally,L,精神的に,601,中英語では「魂において」の意でも使われた。,men-1
men,commentary,L,解説,610,もとは覚え書きや日記。実況放送を指すのは1927年から。,kom+men-1+-yo-3
men,demonstration,L,実証,615,monster と同じ語から。monstrum はもと神が告げるしるしだった。,de-+men-1
men,reminder,G,思い出させるもの,615,17世紀には remindless(忘れっぽい)という語も使われていた。,re-+men-1
men,automation,Gr,自動化,640,1948年、フォード社の副社長が作った言葉。意外なほど新しい。,autos+men-1
men,amusement,L,娯楽,648,もとは「注意をそらすこと」で軍事の陽動を指した。娯楽の意味は後から。,ad-+men-1
men,mentor,Gr,指導者,650,「オデュッセイア」の助言者の名。その正体は女神アテナだった。,men-1
men,monument,L,記念碑,678,原義は「思い出させるもの」。13世紀には「墓」を指した。,men-1
men,mindful,G,気を配る、心に留めている,703,mind(心)+ -ful から。mind はラテン語 mens(心)と同源で、mental や monitor と同じ「考える」語である。,men-1
men,amusing,L,面白い,715,1590年代には「だますような」の意。「面白い」は18世紀から。,ad-+men-1
men,musician,Gr,音楽家,715,もとは「音楽に通じた人」。演奏を職業とする人の意は15世紀から。,men-1
men,reminiscent,L,追憶にひたる,725,「思い出す」から、1880年ごろ「何かを思わせる」へ広がった。,re-+men-1
men,monstrous,L,巨大な,727,元は神が示す「前触れ」。警告する monere から生まれた語。,men-1
men,muster,L,招集する,749,語源は「見せる」で、monster と同じ語から出た。,men-1
men,summon,L,呼び出す,749,ラテン語の原義は「そっと注意する」。今の強い意味とは大違い。,upo+men-1
men,monumental,L,記念碑の,750,「記念碑の」から、1650年代に「記念碑のように巨大な」へ。,men-1
men,mosaic,Gr,モザイク,752,「ミューズの技」が語源。中世のモザイクは女神に捧げられた。,men-1
men,mantra,Sa,マントラ,766,サンスクリット語で「思考の道具」。瞑想の言葉を指すのは1919年から。,men-1
men,amuse,L,楽しませる,841,原義は「ぼんやり考えこませる」。18世紀まで主な意味は「だます」。,ad-+men-1
men,mania,Gr,熱狂,841,ギリシャ語で「狂気」。予言者を指す mantis と同源とされる。,men-1
men,Minerva,L,ミネルウァ,851,名前の芯は「考える」。知恵の女神にふさわしい名前。,men-1
men,amnesia,Gr,記憶喪失,859,ギリシャ語では amnestia が普通で、そちらは「罪を忘れる」＝恩赦の意。,ne+men-1+-ā-
men,automate,Gr,自動化する,862,automated が先にあり、あとから削って作られた1954年の語。,autos+men-1
men,manic,Gr,躁状態の,864,躁うつ病の旧称は「円環の狂気」。manic は1902年の新語。,men-1
men,Muse,Gr,ミューズ,889,ギリシャ神話の芸術の女神。「思いにふける」の muse は別語。犬が鼻を上げる姿からという説も。,men-1
men,amnesty,Gr,恩赦,894,ギリシャ語で「忘れること」。罪を思い出さないと決めるのが恩赦だった。,ne+men-1
men,automaton,Gr,自動機械,898,原義は「自分で考えて動くもの」。後半は「考える」語根。,autos+men-1
men,mnemonic,Gr,記憶の,918,ギリシャ語 mneme「記憶」から。名詞 mnemonics から逆にできた語。,men-1
men,maniac,Gr,狂人,928,先に「狂気の」という形容詞があり、人を指す名詞は18世紀に生まれた。,men-1
men,Mentor,Gr,メンター,932,「オデュッセイア」の助言者の名。その正体は女神アテナだった。,men-1
men,premonition,L,予感,954,「前もって警告する」が原義。もとは人からの事前の警告だった。,per1+men-1
men,demented,L,痴呆になった,956,今は消えた動詞 dement(狂わせる)の名残。中身は「心を失う」。,de-+men-1
men,reminiscence,L,回想,960,中身は「もう一度心に」。ギリシャ語 anamnesis の訳語として生まれた。,re-+men-1
men,idiomatic,Gr,慣用的な,971,ギリシャ語で「自分だけの考え」。その言語にしかない言い回し。,men-1+s(w)e-
men,mens rea,L,犯意,972,ラテン語で文字通り「有罪の心」。罪に問うには心の状態を見る。,men-1
men,memento,L,記念物,998,ミサ文の一語「記憶せよ」がそのまま名詞に。形見の意は1768年から。,men-1
men,admonish,L,忠告する,1001,ラテン語で「思い出させる」。忘れているだけだと見て、そっと気づかせるのが本来だった。,men-1+ad-
men,mandarin,Sa,官吏,1011,サンスクリット語の「助言者」がポルトガル語を経て入った語。中国語とは関係がない。,men-1
men,mindlessly,G,何も考えずに、漫然と,1020,mind(心)+ -less + -ly から。mind は mental や mania と同じ「考える」語である。,men-1+leu-
men,maniacal,L,狂気のような,1038,ギリシャ語 mania(狂気)から。mind と同じ「思う」語。,men-1
men,semiautomatic,L,半自動の,1076,ラテン語の「半分」と、ギリシャ語の「自ら動く」の合成。,sēmi-+men-1
men,necromancy,Gr,降霊術,1077,ギリシャ語で「死者に問う」。mind と同じ語をふくむ。,nek-1+men-1
men,mantis,Gr,カマキリ,1105,ギリシャ語で「予言者」。前脚を掲げた姿が、祈り占う人に見えた。,men-1
men,remonstrate,L,抗議する,1111,ラテン語で「はっきり示す」。monster と同じ語である。,re-+men-1
men,Mnemosyne,Gr,ムネモシュネ,1120,ギリシャ神話の記憶の女神。mnemonic と同じ「思う」語。,men-1
men,Ahriman,Ir,アフリマン,1131,ゾロアスター教の悪神。名の中身は「敵意ある霊」である。,men-1
men,premonitory,L,警告の,1136,ラテン語で「前もって警告する」。monitor と同じ語である。,per1+men-1
men,mnemonics,Gr,記憶術,1151,ギリシャ語 mneme(記憶)から。mind と同じ「思う」語である。,men-1
men,anamnesis,Gr,追憶,1155,ギリシャ語で「思い出すこと」。amnesia の反対である。,an-+men-1
men,Ahura Mazda,Ir,アフラ=マズダー,1173,アヴェスタ語で「賢き主」。ゾロアスター教の最高神の名である。,ansu-+men-1+dhē-
men,megalomania,L,誇大妄想,1198,ギリシャ語で「巨大への熱狂」。megalo-(巨大)と mania から。,meg-+men-1
men,Eumenides,Gr,エウメニデス,1202,「親切な方々」という意味の忌み名。復讐の女神を本名で呼ぶと祟ると恐れられた。,(e)su-+men-1
men,mantic,Gr,占いの,1222,ギリシャ語 mantis(占い師)から。mania や mind と同じ「思う」語である。,men-1
men,kleptomania,Gr,窃盗癖,1300,ギリシャ語で「盗みへの熱狂」。kleptein(盗む)と mania から。,klep-+men-1
men,compos mentis,L,正気の,1321,ラテン語で「自分の心を持っている」。正気であることを、所有の形で言い表した。,men-1+poti-+kom
men,anamnestic,Gr,記憶を助ける,1324,ギリシャ語 anamnesis(想起)から。ana-(再び)と mnasthai(思い出す)から。,men-1
men,kleptomaniac,Gr,窃盗癖のある人,1335,kleptomania(窃盗癖)のある人。kleptein(盗む)と mania から。,klep-+men-1
men,maenad,Gr,マイナス,1353,ギリシャ語 mainesthai(狂う)から。mania と同じ語である。,men-1
men,monition,L,注意,1385,ラテン語 monere(戒める)から。monitor や mind と同じ語である。,men-1
men,pyromania,G,放火狂,1392,ギリシャ語で「火への熱狂」。pyr(火)と mania から。,paəwr̥+men-1
men,pyromaniac,Gr,放火狂癖の,1401,ギリシャ語 pyr(火)と mania(狂気)から。fire と同じ語で、mania は mental と同じ「心」の語である。,paəwr̥+men-1
men,Ormazd,Ir,オフルマズド,1410,アヴェスタ語 Ahura Mazda(知恵の主)から。mazda(知恵)は mind や mental と同じ語である。,ansu-+men-1+dhē-
men,erotomania,Gr,色情狂,1429,ギリシャ語 eros(愛)と mania(狂気)から。mania は mind や mental と同じ語である。,erə-3+men-1
men,bibliomania,Gr,蔵書癖、書物狂,1481,ギリシャ語 biblion(本)+ mania(熱狂)から。bible と、mind や mental と同じ「心」の語からなる。,men-1
men,Mazdaism,Ir,ゾロアスター教,1511,アヴェスタ語 Mazda(知恵)から。mind や mental と同じ「考える」語である。,men-1+dhē-
men,oneiromancy,Gr,夢占い,1533,ギリシャ語 oneiros(夢)と manteia(占い)から。necromancy と同じ語尾である。,oner-+men-1
men,dement,L,ぼける,1542,ラテン語 de-(離れて)と mens(心)から。mental や mind と同じ「考える」語である。,men-1
men,amentia,L,アメンチア,1546,ラテン語で「心を離れて」。精神の働きが失われた状態を指した古い医学語である。,apo-+men-1
men,monish,G,警告する,1590,ラテン語 monere(いさめる)から。admonish や mind と同じ「考えさせる」語である。,men-1
men,cleromancy,Gr,くじによる占い,1593,ギリシャ語 kleros(くじ)と manteia(占い)から。clergy や necromancy と同じ語である。,kel-1+men-1
men,minnesinger,G,ミンネジンガー,1603,ドイツ語 Minne(愛)と Singer(歌い手)から。Minne は mind、singen は sing と同じ語である。,men-1+sengʷh-
men,minikin,G,小さい,1616,中期オランダ語 minneken(いとしい人)から。minne(愛)は mind と同じ語である。,men-1
men,ament,L,知的障害のある人,1621,「心が離れた」の意。ラテン語の a「離れて」と mens「心」から。,men-1
men,balletomane,Gr,バレエ狂の人,1669,ロシア語 balet(バレエ)と mania(狂気)から。ballet と mania を合わせた語である。,gʷelə-+men-1
men,rhabdomancy,Gr,棒占い,1730,ギリシャ語 rhabdos(杖)と manteia(占い)から。rhabdos は verse と同じ「巻く」根である。,wer-3+men-1
men,gebrauchsmusik,G,実用音楽,2020,ドイツ語 Gebrauch(使用)+ Musik(音楽)で「実用音楽」。前半は英語 brook(耐える。もとは「用いる」)と同じ語である。,bhrūg-+men-1
do,data,L,データ,112,「与えられたもの」datum の複数形。もとは計算の前提となる事実。,dō-
do,addition,L,追加,279,ad-「〜へ」+ dare「与える」で、原義は「加え与えること」。,ad-+dō-
do,date,Gr,日付、デート,332,ローマ人が手紙の末尾に書いた「与えられた日」から。,dō-
do,traditional,L,伝統的な,335,語源は「手渡す」。人から人へ渡されてきたものが伝統になる。,terə-2+dō-
do,additional,L,追加の,347,additional の add は、ラテン語の「〜へ与える」から。,dō-+ad-
do,add,L,加える,362,ad(〜へ)+dere(置く)。「そばに置く」が「加える」になった。,ad-+dō-
do,die,G,さいころ、金型,371,死ぬ die とは別語。ラテン語「与えられたもの」から。,dō-
do,tradition,L,伝統,411,trans(越えて)+dare(与える)で、原義は「手渡すこと」。,terə-2+dō-
do,dose,Gr,服用量,458,原義はギリシャ語の「与えること」。医師が処方する量を指した。,dō-
do,edition,L,版,463,ex(外へ)+dare(与える)で、原義は「世に出すこと」。,eghs+dō-
do,editor,L,編集者,523,1640年代は「出版者」。今の「編集者」の意は1712年から。,eghs+dō-
do,rent,L,家賃,526,「裂け目」の rent は全くの別語。家賃の方は「差し出す」から。,re-+dō-
do,dated,L,時代遅れの,541,「時代遅れ」の意は1900年から。日付の date は「与える」が語根。,dō-
do,dating,L,デートすること,545,恋愛の意味で使い出したのは1939年。日付の date と同じ語。,dō-
do,render,L,表現する,584,原義は「返す」。フランス語のer語尾が残った珍しい英語動詞。,re-+dō-
do,surrender,L,降伏する,591,もとは法律で財産を引き渡すこと。自分を差し出す意は1580年代。,uper+re-+dō-
do,donor,L,提供者,600,臓器の提供者を指す用法は1918年、最初はモルモットの話。,dō-
do,traditionally,L,伝統的に,605,tradition の中身は「向こうへ手渡す」。伝統は渡すもの。,terə-2+dō-
do,rendering,L,演出,634,脂を煮溶かすのも rendering。芸術の「表現」の意は1851年から。,re-+dō-
do,editorial,L,編集者の,652,「社説」を指す名詞は1830年のアメリカ英語から。形容詞が先。,eghs+dō-
do,Dorothy,Gr,ドロシー,660,「神の贈り物」の意。要素を入れ替えると Theodora になる。,dō-+dhēs-
do,pardon,L,許し,670,「心をこめて贈る」が原義。ラテン語の「完全に」+「贈る」から。,per1+dō-
do,dot,G,持参金,673,語根は「与える」。点を指す dot とは別語で、こちらは持参金。,dō-
do,dosage,L,調剤,699,語根は「与える」。薬の一回分は「与えられた量」の意。,dō-
do,Theodore,Gr,シオドア,706,「神からの贈り物」の意。theos「神」+ dōron「贈り物」。,dhēs-+dō-
do,vendor,L,供給業者,714,ラテン語の「売る」は「売り物として与える」が縮まった形。,wes-1+dō-
do,betray,G,裏切る,720,中身は「引き渡す」。敵に手渡すことが裏切りだった。,ambhi+terə-2+dō-
do,pandora,Gr,パンドラ,720,Pandora は pan(すべて)+dōron(贈り物)。美しい贈り物の箱は、開けたい気持ちと危うさを同時に連れてくる。,
do,donation,L,寄付,722,「与える」の語根から生まれた語で、日付の date とも同源。,dō-
do,edit,L,編集する,724,editor から逆に作られた語。「原稿を直す」意味は1885年から。,eghs+dō-
do,additionally,L,その上,737,add は「…へ(ad-)与える(dare)」が中身。,dō-+ad-
do,treason,L,反逆,751,tradition と双子の語。ラテン語で「引き渡すこと」が原義。,terə-2+dō-
do,traitor,L,裏切り者,754,ラテン語で「引き渡す人」。伝統 tradition と同じ「手渡す」語。,terə-2+dō-
do,dice,L,さいころ,761,die の複数形。s が濁らないのは pence と同じで、まとまりの語だから。,dō-
do,outdated,G,時代遅れの,776,out-of-date(1610年代)より先に、1590年代から使われていた。,ud-+dō-
do,danna,,旦那、檀那,780,日本語の旦那は、サンスクリット語 dāna「施し・布施」に由来する檀那から。もとは寺や僧を支える人を指した。,
do,donate,L,寄付する,801,名詞 donation から逆に作られた語。1819年のアメリカ生まれ。,dō-
do,antidote,Gr,解毒剤,817,原義は「向かい合わせに与えるもの」。毒に差し向ける薬という発想。,ant-+dō-
do,rendezvous,L,待ち合わせ場所,831,フランス語の「集まれ」という命令文が、そのまま名詞になった。,re-+dō-+wō̆s
do,Dorian,Gr,ドーリア(人)の,839,ギリシャの小地方ドリスの名から。地名は「贈り物」と関係するという。,dō-
do,dowry,L,持参金,845,ラテン語の「与える」から。生まれつきの才能を指すこともある。,dō-
do,Pandora,Gr,パンドラ,856,神話の名。名前の意味は「すべての贈り物」。箱に最後まで残ったのは希望だった。,pant-+dō-
do,rendition,L,演奏,865,元は「城や物を明け渡すこと」。演奏の意は1855年の米語。,re-+dō-
do,extradition,L,引き渡し,885,1811年、フランスの法令の翻訳で英語に入った。ヴォルテールの造語という。,eghs+terə-2+dō-
do,datum,L,データ,911,原義は「与えられたもの」。data はその複数形にあたる。,dō-
do,endow,L,授ける,956,ラテン語の「持参金」から。財産を与える、が原義。,en+dō-
do,condone,L,容赦する,969,原義は「贈り物として与える」。1857年の離婚法で使われ広まった。,kom+dō-
do,Isidore,Gr,イシドールス,970,人名。「イシスの贈り物」の意。セビリアの聖人は2001年、ネットの守護聖人に。,dō-
do,dative,Gr,与格,977,「与えることの」という名を持つ格。だから受け取り手を表す。,dō-
do,perdition,L,永遠の滅び,992,中身は「すっかり与え尽くす」。そこから「失う」、さらに地獄行きへ。,per1+dō-
do,dower,L,寡婦産,1003,ラテン語の「与える」から。夫の死後に妻へ渡される財産を指した。,dō-
do,addendum,L,補遺,1009,ラテン語で「加えるべきもの」。本の末尾に足す補遺を指す。,ad-+dō-
do,dowager,L,未亡人,1012,フランス語の「寡婦産を持つ人」。夫の遺産を受け継いだ未亡人を指す。,dō-
do,fedora,Gr,中折れ帽,1059,1882年の戯曲の主人公フェドラから。中身は「神の贈り物」。,dō-
do,Theodosia,Gr,テオドシア,1070,人名。ギリシャ語で「神の贈り物」。Dorothy と同じ二語の入れ替え。,dō-+dhēs-
do,Eudora,Gr,エウドラ,1095,人名。ギリシャ語で「よい贈り物」。Dorothy と同じ二語の入れ替え。,dō-+es-+(e)su-
do,sacerdotal,L,聖職の,1102,ラテン語 sacerdos(祭司)から。中身は「聖物を渡す者」。,sak-+dō-
do,extradite,L,送還する,1113,ラテン語で「外へ引き渡す」。tradition と同じ語である。,eghs+terə-2+dō-
do,samizdat,Sl,地下出版,1151,ロシア語で「自主出版」。国の検閲を通さず自分たちで刷った地下出版のこと。,sem-1+eghs+dō-
do,dacha,Sl,別荘,1163,ロシア語で「与えられた土地」。君主から下げわたされた地所がもとの意味。,dō-
do,dado,L,腰羽目,1225,イタリア語 dado(さいころ、台座)から。die(さいころ)と同じ語である。,dō-
do,donative,L,寄付金,1243,ラテン語 donare(与える)から。donate や date と同じ語である。,dō-
do,epidote,Gr,緑簾石,1245,ギリシャ語で「さらに与えられた」。結晶の面が伸びていることから。,dō-
do,apodosis,Gr,帰結節,1267,ギリシャ語で「返して与えるもの」。条件文の帰結節を指す。,apo-+dō-
do,vend,L,売り歩く,1313,ラテン語の「売りに出す」。売ることと与えることの語が合わさってできている。,wes-1+dō-
do,Polydorus,Gr,ポリュドロス,1363,人名。ギリシャ語で「多くの贈り物を受けた者」。poly- と doron(贈り物)から。,pelə-1+dō-
do,deodand,G,没収動産,1459,中世ラテン語 Deo dandum(神に与えるべきもの)から。Deus は deity、dare は donate と同じ語である。,dō-+dyeu-
do,quitrent,L,免役地代,1472,quit(免除)と rent から。quit は quiet や acquit と同じ「静める」語である。,kʷeiə-+re-+dō-
do,outdate,G,時代遅れにする,1542,out と date から。date はラテン語 dare(与える)で、donate や data と同じ語である。,ud-+dō-
do,lobster thermidor,L,ロブスターテルミドール,1556,フランス革命暦の月名 Thermidor から。ギリシャ語 thermos(熱)と doron(贈り物)による語である。,dō-+gʷher-
genu,knee,G,ひざ,505,語根は「膝、角度」。曲がっている所そのものを指す語だった。,genu-1
genu,diagonal,Gr,斜めの,726,「角」を表すギリシャ語 gōnia は、もともと「膝」のこと。,dwo-+genu-1
genu,orthogonal,Gr,直交の,768,後半の gōnia「角」は語根の「膝」から。膝の曲がりが角の名になった。,erədh-+genu-1
genu,kneel,G,ひざまずく,814,過去形 knelt は19世紀の新顔。feel/felt にならって作られた。,genu-1
genu,polygon,Gr,多角形,882,中身は「多くの角」。角を表す語根はもと「ひざ」。,pelə-1+genu-1
genu,hexagon,Gr,六角形,965,「角」を表すギリシャ語 gōnia は、もと「膝」の意味。,genu-1+s(w)eks
genu,trigonometry,Gr,三角法,1055,ギリシャ語で「三角を測ること」。そのままの組み立てである。,genu-1
genu,geniculate,L,鋭角に屈曲した,1066,ラテン語 genu(ひざ)から。knee と同じ語である。,genu-1
genu,octagon,Gr,八角形,1075,ギリシャ語で「八つの角」。October と同じ「八」の語。,genu-1+oktō(u)
genu,pentagon,Gr,五角形,1079,ギリシャ語で「五つの角」。角を表す語は knee と同じ一族。,penkʷe+genu-1
genu,goniometer,Gr,測角器,1205,ギリシャ語で「角を測るもの」。gonia(角)は knee(ひざ)と同じ語。,genu-1+mē-2
genu,genuflect,L,片膝を曲げる,1334,ラテン語で「ひざを曲げる」。genu(ひざ)は knee と同じ語である。,genu-1
genu,heptagon,Gr,七角形,1334,ギリシャ語で「七つの角」。hepta(7)と gonia(角)から。,genu-1
genu,genuflection,L,ひざまずくこと,1354,ラテン語で「ひざを曲げること」。genu(ひざ)は knee と同じ語。,genu-1
genu,decagon,Gr,十角形,1440,ギリシャ語 deka(10)と gonia(角)から。ten と knee(ひざ=角)と同じ語である。,dekm̥+genu-1
genu,agonic,Gr,無角の,1491,ギリシャ語 a-(なし)と gonia(角)から。gonia は knee や diagonal と同じ語である。,genu-1+ne
genu,dodecagon,Gr,12辺形,1494,ギリシャ語 dodeka(12)と gonia(角)から。two と ten と knee(角)を合わせた語である。,dwo-+dekm̥+genu-1
genu,nonagon,L,九角形,1532,ラテン語 nonus(9番目)と gonia(角)から。nine と knee(角)を合わせた語である。,newn̥+genu-1
genu,polygonum,Gr,タデ,1575,ギリシャ語 poly(多い)と gony(ひざ・節)から。節の多い茎による名で、knee と同じ語である。,pelə-1+genu-1
genu,gonion,Gr,顎角点,1597,ギリシャ語 gonia(角)から。knee や diagonal と同じ「ひざ・角」の語である。,genu-1
genu,amblygonite,Gr,アンブリゴナイト,1680,ギリシャ語 amblys(鈍い)と gonia(角)から。knee(角)と同じ語を含む鉱物名である。,genu-1+mel-1
genu,pycnogonid,Gr,ウミグモ,1757,ギリシャ語 puknos(密な)+ gonu(ひざ)で「ひざの詰まったもの」。gonu は knee(ひざ)と同じ語である。,genu-1
